id,caption
28,"The image shows a section of pancreatic tissue, specifically highlighting islet cells with amyloid deposits. The purple dye indicates cellular structures, while the dark areas represent amyloid deposits within the islets of Langerhans. This can be indicative of conditions like type 2 diabetes, where amyloid accumulation is common."
29,"The image shows a woman with noticeable asymmetry in her eyes. The right eye (left from the viewer's perspective) appears swollen or droopy, potentially indicating a medical condition affecting the nerve or muscle around the eye."
30,"The biomedical image consists of three axial CT scans of the chest. Each scan shows cross-sectional views of the thorax, including the heart, aorta, and surrounding structures. The images reveal the anatomy of the mediastinum, with clear visualization of the ascending aorta, pulmonary arteries, and lungs. The scans appear to be part of a diagnostic evaluation, possibly examining the heart and major blood vessels for abnormalities."
31,"The image is a retinal fundus photograph. It shows the inner surface of the eye, including the optic disc, blood vessels, and retina. There are multiple dark red spots scattered throughout the retina, which could indicate retinal hemorrhages. The optic disc appears at the center-left, where the blood vessels converge. The image suggests possible pathology, likely related to conditions such as diabetic retinopathy."
32,"The image shows both legs with multiple red, inflamed spots, suggestive of a skin condition. The lesions appear to be distributed over the lower legs, with varying sizes and degrees of redness. This presentation is consistent with a rash, possibly indicating a condition like erythema nodosum."
33,"The biomedical image displays a table of laboratory values:

- pH: 7.1
- PaCO2: 23 mmHg
- HCO3: 7 mEq/L
- Na: 142 mEq/L
- Cl: 105 mEq/L
- Glucose: 300 mg/dL
- Ethanol: 22 mMol/L
- Lactate: 2.5 mMol/L
- Osmolality: 359 mOsmol/L
- Ketonemia: minimal"
34,"The image shows a blood smear with numerous red blood cells (erythrocytes). Among them, there are white blood cells containing purple-stained intracellular inclusions. The inclusions appear to be schizonts, which are often associated with malarial infection, specifically Plasmodium species. This suggests that the image might relate to a case of malaria."
35,"This is an electrocardiogram (ECG or EKG) recording. It provides a graphical representation of the electrical activity of the heart over a period of time. The ECG waveform is divided into several leads (I, II, III, aVR, aVL, aVF, V1-V6), each providing a unique view of the heart's electrical activity. This image includes waveforms with distinct P waves, QRS complexes, and T waves as typically seen in an ECG."
36,"The image is a pulmonary function test report, specifically a plethysmograph, dated 20/05/21. It includes the following details:

- Parameters: VC (Vital Capacity), IC (Inspiratory Capacity), ERV (Expiratory Reserve Volume), RV (Residual Volume), TLC (Total Lung Capacity), RV%TLC, FRCpleth (Functional Residual Capacity), FRC-He (Helium Dilution), SG tot (Specific Conductance), FVC (Forced Vital Capacity), FEV1 (Forced Expiratory Volume in one second), FEV1%FVC, MMEF 75/25 (Maximum Mid-Expiratory Flow), PEF (Peak Expiratory Flow), MEF 50/25 (Mid-Expiratory Flow), PIF (Peak Inspiratory Flow), MVV (Maximum Voluntary Ventilation), and FEF50%FIF50 (Forced Expiratory Flow 50%/Forced Inspiratory Flow 50%).

- Predicted (Pred), actual (Act1), and post-test (Post) values along with percentage comparisons (%Act1/Pred, %Post/Pred, %Post/Act1) for each parameter.

- Additional measurements: DLCO SB (Single-Breath Diffusing Capacity for Carbon Monoxide), DLCOc SB (Corrected DLCO SB), DLCO/VA (DLCO per unit alveolar volume), DLCOc/VA (Corrected DLCO/VA), VA (Alveolar Volume), VIN, and Hb (Hemoglobin concentration).

These detailed measurements help assess the lung function and efficiency of gas exchange."
37,"This image shows an electrocardiogram (ECG) tracing. The ECG displays a series of peaks and valleys representing the electrical activity of the heart. Key features include the P wave, QRS complex, and T wave, which are typical components of a cardiac cycle in an ECG reading. This ECG tracing appears to display a pattern consistent with atrial flutter, characterized by rapid, regular atrial contractions often depicted as ""sawtooth"" waves, especially in the lead shown."
38,"The biomedical image shows a section of a person's skin displaying a marked area of discoloration and lesions. The skin appears red and inflamed, with several dark, necrotic patches suggesting tissue damage. A black outline surrounds part of the affected area, likely indicating a boundary of concern for medical evaluation. The lesions have a mottled appearance, and there is evidence of significant bruising or hemorrhage under the skin."
39,"The image displays a microscopic view showing numerous red, rod-shaped bacteria against a blue background, typical of an acid-fast stain. This suggests the presence of Mycobacterium species, such as Mycobacterium tuberculosis, often seen in tuberculosis diagnoses."
40,"The image shows a forearm with multiple red, inflamed spots or lesions. The spots are scattered across the skin, which appears to be affected by some dermatological condition, such as a rash or allergic reaction. The background setting seems to be a clinical environment, possibly indicating a medical examination."
41,"The image shows a person's hand with apparent swelling and discoloration. The hand appears red and has significant edema, particularly in the fingers and palm. There may also be some blistering or raised areas, indicating possible inflammation or an allergic reaction."
42,"The image is a chest X-ray showing a human thorax. Notable features include:

- The left lung is mostly translucent, indicating it is filled with air.
- The right lung appears denser, which could suggest fluid accumulation or a pathology present in that lung.
- There is an ""L"" marker on the top right side of the image, indicating it is the left side of the body.
- The cardiac silhouette appears shifted or obscured, potentially by the density in the right lung area.

This image may indicate a pleural effusion or some consolidation in the right lung."
43,"The image shows an electrocardiogram (ECG or EKG) reading. This ECG has multiple leads displayed, showing the electrical activity of the heart. The tracing includes several large, irregular, and rapid waves, suggesting a potentially abnormal rhythm like ventricular tachycardia or another type of arrhythmia. The background grid is used to measure time and voltage.

"
44,"The image shows a section of skin with a cluster of red, blister-like lesions. These lesions appear to follow a dermatomal pattern, which is often characteristic of conditions like herpes zoster (shingles). The surrounding skin appears normal, but the affected area is inflamed."
45,"The image shows a blood smear with numerous white blood cells, specifically abnormal cells with large, irregularly shaped nuclei stained in purple. These cells are surrounded by numerous red blood cells, which appear as smaller, lighter-colored cells. The appearance of these large, irregular cells may suggest atypical or malignant cells, such as those seen in certain leukemias."
46,"The image is a chest X-ray. It shows both lungs, the heart, and part of the diaphragm. The lung fields appear to have a diffuse pattern, which might indicate some level of interstitial markings. The heart is centrally located, and the diaphragm is visible below the lung fields. The ribs and clavicles are also outlined. There are no visible lesions or masses, but the overall image would need clinical correlation for interpretation."
47,"The image shows an electrocardiogram (ECG or EKG) tracing. It displays features consistent with ventricular tachycardia (VT), such as a regular wide-complex tachycardia. The waveform shows rapid, broad QRS complexes without clear P waves, indicating abnormal and fast heart rhythms originating from the ventricles."
48,"The image is an echocardiogram showing the heart. It appears to display a cross-section through the heart's chambers and valves. The cardiac structures and movement can be observed, and there is an ECG trace at the bottom indicating heart rhythm."
49,"The image is an electrocardiogram (ECG or EKG) tracing. It includes multiple leads: I, II, III, aVR, aVL, aVF, and V1 to V6. Each lead records the electrical activity of the heart from different angles.

The rhythm appears regular. The tracing shows P waves, QRS complexes, and T waves. There are waves visible across the leads that suggest analysis of the heart's conduction system, rhythm, and possible abnormalities. The pink grid paper is used for standard ECG recordings, where the vertical axis represents voltage and the horizontal axis represents time."
50,"The image is an echocardiogram showing a four-chamber view of the heart. The following chambers are labeled:

- RV: Right Ventricle
- LV: Left Ventricle
- RA: Right Atrium
- LA: Left Atrium

This type of imaging is used to assess the structure and function of the heart."
51,"The image is an electrocardiogram (ECG or EKG) tracing, which records the electrical activity of the heart. It displays multiple leads including limb leads (I, II, III, aVR, aVL, aVF) and precordial leads (V1, V2, V3, V4, V5, V6). The tracing shows heartbeats across a grid with small and large squares, typically used for measuring time intervals and amplitude."
52,"The biomedical image is a chest X-ray showing the lungs, heart, ribs, and spine. There are no apparent major abnormalities in the lung fields, and the heart appears normal in size. It's a typical frontal view radiograph of the thorax."
53,"The biomedical image shows a pair of human legs with a notable lacy, reticular (net-like) rash pattern on the skin. This type of rash is often associated with a condition called livedo reticularis. The skin appears pale with purplish discoloration in a net-like pattern."
54,"This image is of an electrocardiogram (ECG) tracing. It displays a series of repeating waveforms representing the electrical activity of the heart. The trace shows P waves, QRS complexes, and T waves, typical components of an ECG. The grid paper assists in measuring timing and amplitude of heartbeats."
55,"The image is a CT scan of the thorax (chest), showing both lungs. The scan reveals bilateral ground-glass opacities, which appear as hazy areas in the lung fields, indicating a possible interstitial process. There is also the presence of reticular (net-like) patterns, suggesting fibrosis or interstitial lung disease. The heart and vertebral column are seen centrally. This appearance could be consistent with several conditions including pulmonary fibrosis or other interstitial lung diseases."
56,"The image shows a human hand with multiple red, spotted lesions on the palm and fingers. These lesions vary in size and are scattered across the skin. The skin appears inflamed in the affected areas, suggesting a possible dermatological condition or reaction."
57,"The biomedical image shows a sparse distribution of small, circular structures against a light background. These structures may represent cells or particles, commonly observed in microscopy. The image appears to have a relatively low density of these elements."
58,"The image shows hands with noticeable clubbing of the fingers. Clubbing is characterized by the broadening and rounding of the fingertips and is often associated with various medical conditions, such as chronic lung or heart disease."
59,"The image shows an electrocardiogram (ECG) tracing, which displays the electrical activity of the heart over time. It has multiple leads labeled as I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, and V6, each representing the heart's activity from different angles. The tracing includes characteristic waves such as P, QRS complexes, and T waves. The grid provides a reference for measuring the amplitude and duration of these electrical signals."
60,"The biomedical image is a nomogram that represents plasma acetaminophen concentration versus time after ingestion. It is used to assess the risk of hepatotoxicity following acetaminophen overdose. The x-axis shows hours after acetaminophen ingestion, ranging from 0 to 28 hours. The y-axis shows plasma acetaminophen concentration in both micromoles per liter (µmol/L) and micrograms per milliliter (µg/mL), ranging from 0 to 3000 µmol/L or 0 to 500 µg/mL.

There are three lines:

1. A red solid line represents the lower limit for the high-risk group.
2. A green dashed line represents the lower limit for the probable-risk group.
3. A brown solid line represents the study nomogram line.

These lines help clinicians determine whether acetaminophen levels fall into high, probable, or low risk of causing liver damage."
61,"The image shows a skin lesion on what appears to be a lower limb. The lesion is ulcerated, with irregular borders and a mix of yellowish necrotic tissue and areas of redness, indicating possible infection or inflammation. Surrounding the ulcer, the skin is erythematous (red) and slightly swollen. There is also a healed scar or hyperpigmented area nearby. The overall appearance suggests a chronic wound or ulcer, possibly due to infection or another underlying condition."
62,"The image shows skin with a noticeable rash characterized by multiple reddish-purple spots. The rash is present on the forearms, legs, and feet of an individual. The spots appear to be distributed across the skin and may indicate a systemic condition or reaction. The appearance could suggest purpura or similar dermatological conditions."
63,The image shows two human palms with a widespread rash characterized by numerous red spots or lesions. The skin appears inflamed and the lesions are distributed across the entire area of the palms. This type of rash might be indicative of a viral or infectious disease.
64,"This is a chest X-ray image. The image shows the thoracic cavity, including the ribs, lungs, and heart. There are medical devices visible, such as tubes or lines, which suggest a hospitalized patient. The lungs appear dark, indicating air-filled spaces, while the bones and heart appear lighter."
65,"The image is an electrocardiogram (ECG or EKG), which is a test that records the electrical activity of the heart over a period of time using electrodes placed on the skin. This particular ECG strip shows multiple heartbeats across several leads, which are labeled (e.g., I, II, III, aVR, aVL, aVF, V1-V6). Each lead captures the heart's electrical activity from different angles, allowing for a comprehensive assessment of cardiac function."
66,"The image is a chest X-ray. It features two annotated areas: one with a red arrow indicating a metallic object likely representing some type of orthopedic hardware in the left shoulder area, and another with a yellow arrow pointing to a radiopaque area in the lower left lung zone, which might suggest a pathology such as pleural effusion or lung infiltration. The spine, ribs, and other standard anatomical structures of the chest are also visible."
67,"The biomedical image shows a lab result table with various blood parameters:

- **pH**: 7.48
- **pCO₂**: 67 mmHg
- **HCO₃**: 46 mEq/L
- **Lactate**: Value in Hebrew (not transcribed)
- **Glucose**: 120 mg/dL
- **Na (Sodium)**: 141 mEq/L
- **K (Potassium)**: 5.3 mEq/L
- **Cl (Chloride)**: 89 mEq/L
- **Albumin**: 3.8 g/dL"
68,"The image displays two X-ray views of the chest. The left side shows a posterior-anterior (PA) view, which includes the rib cage and both lungs. The right side presents a lateral view. The X-rays reveal details about the lung fields, heart, and bony structures."
69,The image is an electrocardiogram (ECG) showing multiple leads of heart tracings. Each lead demonstrates the voltage over time of the electrical activity of the heart. The ECG is used to assess the heart's rhythm and electrical conductivity.
70,"The image contains a table with two rows and three columns, presenting biochemical data for serum and urine:

- **Serum:**
  - Osomolality: 265 mOsm/KgH
  - Na (Sodium): 115 mEq/L

- **Urine:**
  - Osomolality: 80 mOsm/KgH
  - Na (Sodium): 15 mEq/L"
71,"The image is an X-ray of a human wrist. It shows the bones of the forearm, specifically the radius and ulna, and the carpal bones of the wrist. The alignment of the bones appears normal, with no visible fractures or dislocations. The carpal bones are arranged in two rows, forming the wrist joint with the distal ends of the radius and ulna."
72,"The biomedical image shows red blood cells (erythrocytes) with a number of them appearing abnormally shaped. Some of the cells exhibit a crescent or sickle shape, which is characteristic of sickle cell anemia. The background is a typical view under a microscope for examining blood samples."
73,"The image shows a hand with visible contractures affecting the fingers. The ring and little fingers are bent towards the palm, which is characteristic of Dupuytren's contracture."
74,"The image shows a pair of hands exhibiting deformities and swelling, characterized by joint changes. This appearance is typical of conditions like rheumatoid arthritis, where the fingers may be deviated, and joints appear swollen and altered. The skin may also look slightly translucent or stretched."
75,"The image shows numerous dark, raised spots on a patch of skin. These spots vary in size and appear clustered in certain areas. The skin around these spots exhibits hairs, indicating it is a typically hairy region of the body. The spots could represent dermatological lesions that warrant professional evaluation for accurate diagnosis."
76,"This image is an electrocardiogram (ECG or EKG) showing multiple leads (I, II, III, aVR, aVL, aVF, V1-V6). The traces display heart activity through electrical impulses over time. The ECG is recorded on graph paper, with each small square typically representing 0.04 seconds in time horizontally and 0.1 mV in amplitude vertically. The rhythm appears to have a regular pattern throughout the leads presented."
77,"The image is a CT scan of the abdomen showing various anatomical structures. In the upper right of the image, there is a large black area, which typically indicates gas, likely within the stomach or intestines. Surrounding this area are various soft tissue densities and organs, including parts of the liver, spleen, and possibly portions of the pancreas or intestines. The vertebral column is visible in the center bottom portion as a circular structure with high density. The image reflects a cross-sectional view typical of axial CT scans."
78,"The image shows an electroencephalogram (EEG) recording, which depicts brain wave activity. The chart includes multiple waveforms with varying amplitudes and frequencies, which seem to indicate significant irregular activity typical of seizures or epilepsy. The background grid provides a scale for interpreting wave characteristics."
79,"The image is a chest CT scan showing a cross-sectional view of the thorax. It displays both lungs, the trachea, and major bronchi. The heart and parts of the great vessels, such as the aorta and pulmonary artery, are visible in the center. The lung fields show various shades of gray indicative of different tissue densities. There is a symmetrical appearance of the lung structures, with markings consistent with pulmonary vasculature and possibly bronchial structures."
80,"The biomedical image is an electrocardiogram (ECG/EKG) tracing. The ECG shows multiple leads: I, II, III, aVR, aVL, aVF, and precordial leads V1 through V6. The tracings appear to display the electrical activity of the heart over a period, allowing for assessment of heart rhythm, rate, and conduction abnormalities."
81,"This image is an electrocardiogram (ECG/EKG). The ECG shows multiple leads with a regular, wide-complex tachycardia, which is suggestive of ventricular tachycardia. The rate appears rapid, and there are noticeable large QRS complexes."
82,"This is a chest X-ray image showing the thoracic cavity. The image includes the ribs, spine, and outlines of the lungs and heart. The diaphragm is visible, and there is an 'R' marker indicating the right side of the image. The lung fields appear clear, and the heart is visible centrally."
83,"The biomedical image appears to be a histological section stained with hematoxylin and eosin (H&E). It shows several circular structures with a basophilic (blue-purple) outer layer, which suggests lymphoid follicles or nodules. These structures contain densely packed cells indicating the presence of lymphocytes. The surrounding area appears less dense, likely indicating connective tissue or the stroma. The overall appearance is consistent with a section of lymphoid tissue, such as a lymph node or tonsil."
84,The image shows a close-up of a person's forearm with multiple reddish or purplish spots and small raised lesions scattered across the skin. These lesions appear to be slightly raised and are distributed over a significant portion of the skin visible in the image.
85,"This biomedical image shows a blood smear with numerous large cells containing abundant cytoplasm and prominent nuclei stained purple, which are likely leukemic cells. These cells are irregular in shape and differ markedly from the smaller, rounder red blood cells also visible in the background. The characteristics of these large cells could be indicative of acute leukemia, potentially acute myeloid leukemia (AML), where myeloblasts with prominent nuclei are prevalent."
86,"The image consists of three parts:

A. A CT scan showing a cross-sectional view of the chest. The arrows point to structures in the lungs, likely indicating abnormalities or areas of interest such as nodules or masses.

B. An angiogram displaying the blood vessels. The image highlights vascular structures, possibly indicating an area with a blockage, lesion, or other vascular condition.

C. A photograph of a resected or extracted specimen with branching features. The scale suggests small size, and it appears to be a biological structure, possibly a tumor or piece of tissue.

Each part contributes to a comprehensive diagnostic view, often used to assess conditions such as tumors or vascular diseases."
87,"The image shows a close-up of a human palm with numerous small, red spots or petechiae scattered throughout the surface. The skin appears to have a normal texture except for these widespread spots. The pattern suggests possible bleeding under the skin. The hand is resting on a white fabric or towel."
88,The image is a CT scan of the chest showing bilateral ground-glass opacities predominantly in the lower lobes. These opacities appear as hazy areas that do not obscure the underlying structures of the lungs. The pattern is suggestive of a diffuse interstitial or alveolar process.
89,"The image is an electrocardiogram (ECG or EKG) showing the electrical activity of the heart. It displays the typical 12-lead configuration, including leads I, II, III, aVR, aVL, aVF, and V1 through V6. The ECG tracks the heart's rhythm and electrical conduction, and the trace indicates the P wave, QRS complex, and T wave for each lead. It also includes information on the paper speed (25 mm/s) and sensitivity (10 mm/mV)."
90,"The image contains two parts: 

1. **Chest X-ray**: The upper section is a frontal chest X-ray showing the structures in the thorax. The lungs are visible, and there might be indications of abnormalities based on the presentation of the heart and lung fields. The image shows the mediastinum and diaphragm.

2. **ECG (Electrocardiogram)**: The lower section displays an ECG tracing. It consists of multiple leads showing various cardiac electrophysiological activities. Abnormal wave patterns or intervals might be present, suggesting potential cardiac issues.

Both sections of the image are used for diagnosing or evaluating cardiac and pulmonary conditions."
91,"The image shows a spirometry and flow-volume test result. It includes graphs and a table with parameters, units, predicted values, pre-medication values, and post-medication values.

### Parameters:
- **FVCex** (Forced Vital Capacity)
- **FEV1** (Forced Expiratory Volume in 1 second)
- **FEV1/FVC** ratio
- **MEF25-75** (Mean Expiratory Flow)
- **PEF** (Peak Expiratory Flow)
- **MEF50** and **MEF25**
- **PIF** (Peak Inspiratory Flow)
- **MIF50**

### Times and Medications:
- Initial test at 11:21
- Second test at 12:17 after taking Ventolin

### Results:
- The table compares pre- and post-bronchodilator values.
- Most parameters show improvement post-medication.

### Graphs:
- Two graphs display flow-volume and volume-time curves. They show pre- and post-bronchodilator performance, highlighted in different colors.

This data aids in assessing lung function, often used in diagnosing conditions like asthma or COPD."
92,"The image is an electrocardiogram (ECG) tracing. It shows multiple leads (I, II, III, aVR, aVL, aVF, V1-V6), each recording the electrical activity of the heart. The ECG grid allows for analysis of the heart rate, rhythm, and any abnormalities. The tracings display the characteristic P waves, QRS complexes, and T waves."
93,"The image shows a microscopic view of cells, likely a cytology or histology sample. The cells are stained, with distinct purple nuclei and lighter cytoplasm. There are multiple cells with prominent, round nuclei, varying in size. The background appears granular, suggesting a tissue sample or biological smear preparation. It might represent a pathological or diagnostic sample, such as a blood cell or tissue analysis."
94,"The image is an ultrasound scan, showing a typical echocardiogram view of the heart. The grayscale image represents different tissues and structures based on their echogenicity. The top portion of the image typically represents the probe location, and the structures get deeper as you move down the image. An electrocardiogram (ECG) trace is visible at the bottom, indicating heart rhythm synchronization during the scan. This scan is likely showing a cross-sectional view of the heart, used to assess cardiac structures and function."
